Purchase_ID,Buyer_ID,Mood,Emotion_Intensity,Product_Category,Product_Name,Brand,Amount,Discount(%),Payment_Mode,Purchase_Date,Purchase_Time,Device_Used
1279,1279,Excited,8,Food,Novel,BrandC,1269,41,UPI,2028-07-02,0 days 13:43:46,Tablet
1280,1280,Excited,9,Food,Novel,BrandD,2976,15,Credit Card,2028-07-03,0 days 22:05:52,Mobile
1281,1281,Calm,9,Beauty,Pizza,BrandD,1392,21,UPI,2028-07-04,0 days 22:07:50,Tablet
1282,1282,Happy,5,Books,Laptop,BrandA,1013,45,Cash,2028-07-05,0 days 14:29:07,Tablet
1283,1283,Excited,4,Food,Novel,BrandB,1352,22,Credit Card,2028-07-06,0 days 03:54:42,Tablet
1284,1284,Calm,4,Beauty,Novel,BrandA,2955,46,Credit Card,2028-07-07,0 days 20:21:51,Mobile
1285,1285,Sad,9,Clothing,Pizza,BrandC,2083,2,UPI,2028-07-08,0 days 04:29:35,Laptop
1286,1286,Excited,8,Clothing,T-shirt,BrandB,467,2,Credit Card,2028-07-09,0 days 03:55:33,Laptop
1287,1287,Sad,7,Books,T-shirt,BrandA,,11,Debit Card,2028-07-10,0 days 17:27:57,Laptop
1288,1288,Happy,3,Books,Lipstick,BrandC,3012,22,Cash,2028-07-11,0 days 06:13:47,Mobile
1289,1289,Excited,4,Books,Lipstick,BrandB,4880,46,Credit Card,2028-07-12,0 days 16:03:52,Mobile
1290,1290,Calm,9,Books,Novel,BrandD,,10,Debit Card,2028-07-13,0 days 04:07:17,Laptop
1291,1291,Angry,8,Food,T-shirt,BrandC,583,41,UPI,2028-07-14,0 days 02:55:46,Laptop
1292,1292,Excited,1,Food,Novel,BrandD,4156,46,Credit Card,2028-07-15,0 days 02:59:08,Laptop
1293,1293,Excited,3,Beauty,Laptop,BrandC,3050,49,Debit Card,2028-07-16,0 days 18:38:09,Laptop
1294,1294,Excited,2,Food,T-shirt,BrandB,4725,45,UPI,2028-07-17,0 days 16:40:29,Mobile
1295,1295,Excited,2,Clothing,T-shirt,BrandA,3611,28,Debit Card,2028-07-18,0 days 07:00:41,Laptop
1296,1296,Calm,8,Beauty,T-shirt,BrandA,1249,5,UPI,2028-07-19,0 days 17:04:05,Tablet
1297,1297,Calm,6,Food,Lipstick,BrandA,2033,45,Cash,2028-07-20,0 days 00:41:09,Laptop
1298,1298,Angry,6,Books,Pizza,BrandA,997,15,Credit Card,2028-07-21,0 days 13:37:47,Mobile
1299,1299,Calm,4,Food,Pizza,BrandC,4667,33,Cash,2028-07-22,0 days 00:24:34,Tablet
1300,1300,Calm,1,Electronics,Lipstick,BrandA,3175,36,Cash,2028-07-23,0 days 13:29:14,Tablet
1301,1301,Happy,7,Beauty,Lipstick,BrandA,1490,10,Credit Card,2028-07-24,0 days 08:38:29,Tablet
1302,1302,Happy,8,Food,Lipstick,BrandC,2387,10,Cash,2028-07-25,0 days 06:21:01,Mobile
1303,1303,Sad,2,Food,Pizza,BrandC,266,24,Cash,2028-07-26,0 days 09:11:45,Laptop
1304,1304,Angry,2,Clothing,Novel,BrandB,1592,18,Debit Card,2028-07-27,0 days 16:00:12,Mobile
1305,1305,,1,Books,Lipstick,BrandC,4191,31,UPI,2028-07-28,0 days 19:51:40,Mobile
1306,1306,Angry,4,Books,Novel,BrandD,3221,49,Cash,2028-07-29,0 days 09:53:16,Tablet
1307,1307,Angry,6,Clothing,Novel,BrandB,1901,7,Credit Card,2028-07-30,0 days 20:00:08,Tablet
1308,1308,Excited,5,Clothing,Laptop,BrandB,,11,Debit Card,2028-07-31,0 days 23:51:33,Mobile
1309,1309,Angry,4,Electronics,Pizza,BrandA,1805,40,UPI,2028-08-01,0 days 20:01:40,Tablet
1310,1310,Excited,4,Beauty,Novel,BrandA,4243,34,Cash,2028-08-02,0 days 00:22:16,Mobile
1311,1311,Sad,7,Books,Pizza,BrandD,,5,Cash,2028-08-03,0 days 12:01:56,Tablet
1312,1312,Sad,7,Clothing,Pizza,BrandA,4705,20,Credit Card,2028-08-04,0 days 13:18:37,Laptop
1313,1313,Sad,2,Clothing,Laptop,BrandC,3080,25,Cash,2028-08-05,0 days 22:25:17,Laptop
1314,1314,Excited,7,Beauty,Pizza,BrandC,2870,0,Credit Card,2028-08-06,0 days 09:33:55,Laptop
1315,1315,,2,Clothing,Novel,BrandA,3916,16,Cash,2028-08-07,0 days 18:32:28,Tablet
1316,1316,Sad,4,Electronics,T-shirt,BrandA,4484,34,Cash,2028-08-08,0 days 00:46:08,Tablet
1317,1317,Excited,1,Beauty,Novel,BrandC,4572,26,Credit Card,2028-08-09,0 days 17:47:57,Laptop
1318,1318,Calm,5,Electronics,Novel,BrandB,2354,49,UPI,2028-08-10,0 days 07:40:34,Mobile
1319,1319,Calm,1,Food,Pizza,BrandD,3004,49,Debit Card,2028-08-11,0 days 15:15:28,Mobile
1320,1320,Excited,4,Books,Novel,BrandD,2420,1,Credit Card,2028-08-12,0 days 13:46:36,Laptop
1321,1321,Excited,9,Clothing,T-shirt,BrandB,4189,35,UPI,2028-08-13,0 days 20:52:05,Tablet
1322,1322,Happy,8,Beauty,Pizza,BrandD,1198,0,UPI,2028-08-14,0 days 14:52:13,Mobile
1323,1323,Happy,6,Electronics,Lipstick,BrandA,921,9,Credit Card,2028-08-15,0 days 10:07:24,Mobile
1324,1324,Angry,8,Books,Novel,BrandA,1414,30,Debit Card,2028-08-16,0 days 23:23:50,Mobile
1325,1325,Angry,5,Books,Novel,BrandA,1893,36,Credit Card,2028-08-17,0 days 20:10:21,Tablet
1326,1326,Angry,7,Clothing,Laptop,BrandD,3594,4,Cash,2028-08-18,0 days 05:03:31,Mobile
1327,1327,Sad,8,Books,Lipstick,BrandB,4225,40,Cash,2028-08-19,0 days 06:17:49,Mobile
1328,1328,Calm,7,Clothing,Lipstick,BrandA,3779,45,UPI,2028-08-20,0 days 23:38:59,Laptop
1329,1329,Sad,4,Food,T-shirt,BrandB,3003,12,Cash,2028-08-21,0 days 15:11:51,Tablet
1330,1330,Excited,5,Clothing,Lipstick,BrandC,,44,Debit Card,2028-08-22,0 days 19:27:27,Laptop
1331,1331,Happy,6,Electronics,Laptop,BrandC,658,23,Credit Card,2028-08-23,0 days 23:19:52,Mobile
1332,1332,Excited,6,Books,T-shirt,BrandC,1901,26,Debit Card,2028-08-24,0 days 15:24:40,Tablet
1333,1333,Excited,9,Books,Lipstick,BrandD,826,0,UPI,2028-08-25,0 days 23:24:10,Tablet
1334,1334,,2,Books,T-shirt,BrandD,2656,48,Cash,2028-08-26,0 days 09:17:33,Laptop
1335,1335,Excited,6,Clothing,Lipstick,BrandA,406,19,Cash,2028-08-27,0 days 09:17:32,Laptop
1336,1336,,3,Beauty,Lipstick,BrandC,3516,7,Credit Card,2028-08-28,0 days 13:16:09,Tablet
1337,1337,Happy,2,Clothing,Lipstick,BrandB,1556,2,Debit Card,2028-08-29,0 days 02:22:12,Tablet
1338,1338,Excited,6,Electronics,Novel,BrandD,,48,Debit Card,2028-08-30,0 days 03:34:51,Laptop
1339,1339,Angry,4,Clothing,Lipstick,BrandB,3796,31,Credit Card,2028-08-31,0 days 17:34:06,Mobile
1340,1340,Angry,5,Books,Novel,BrandB,2139,43,Cash,2028-09-01,0 days 09:18:21,Tablet
1341,1341,Calm,5,Food,Pizza,BrandA,2995,24,UPI,2028-09-02,0 days 00:24:56,Mobile
1342,1342,Angry,3,Electronics,Laptop,BrandA,4568,,UPI,2028-09-03,0 days 04:12:34,Laptop
1343,1343,Sad,4,Food,T-shirt,BrandB,2873,49,Credit Card,2028-09-04,0 days 21:18:02,Tablet
1344,1344,,3,Electronics,T-shirt,BrandB,1249,13,Credit Card,2028-09-05,0 days 16:14:35,Laptop
1345,1345,Happy,7,Electronics,Pizza,BrandB,2791,42,Credit Card,2028-09-06,0 days 01:30:50,Tablet
1346,1346,Happy,1,Books,Lipstick,BrandB,3989,26,Debit Card,2028-09-07,0 days 10:23:23,Tablet
1347,1347,Excited,6,Clothing,Laptop,BrandC,4204,47,Cash,2028-09-08,0 days 23:14:12,Laptop
1348,1348,Excited,4,Books,Pizza,BrandB,,31,Cash,2028-09-09,0 days 12:59:51,Laptop
1349,1349,Sad,1,Books,Pizza,BrandD,675,26,Credit Card,2028-09-10,0 days 07:34:49,Mobile
1350,1350,Angry,1,Books,T-shirt,BrandA,2246,3,UPI,2028-09-11,0 days 15:27:59,Laptop
1351,1351,Excited,5,Food,Novel,BrandD,3890,49,Debit Card,2028-09-12,0 days 06:25:09,Laptop
1352,1352,Angry,5,Electronics,Novel,BrandA,4225,38,Credit Card,2028-09-13,0 days 12:03:59,Mobile
1353,1353,Angry,7,Beauty,Lipstick,BrandA,,10,Debit Card,2028-09-14,0 days 06:46:55,Laptop
1354,1354,,4,Clothing,Lipstick,BrandA,4829,47,Credit Card,2028-09-15,0 days 23:08:59,Mobile
1355,1355,Excited,9,Books,Pizza,BrandD,2945,47,Debit Card,2028-09-16,0 days 02:49:41,Mobile
1356,1356,Sad,4,Electronics,Lipstick,BrandA,284,2,UPI,2028-09-17,0 days 19:30:46,Laptop
1357,1357,Calm,7,Clothing,Novel,BrandB,2839,24,UPI,2028-09-18,0 days 07:53:15,Mobile
1358,1358,Happy,5,Beauty,Laptop,BrandB,276,,UPI,2028-09-19,0 days 21:57:16,Mobile
1359,1359,Excited,5,Beauty,T-shirt,BrandC,2630,8,UPI,2028-09-20,0 days 09:30:09,Mobile
1360,1360,Excited,6,Books,Novel,BrandC,3704,,Cash,2028-09-21,0 days 09:45:58,Laptop
1361,1361,Angry,8,Beauty,Lipstick,BrandC,2624,38,Cash,2028-09-22,0 days 18:35:20,Laptop
1362,1362,Calm,5,Beauty,T-shirt,BrandB,2421,30,Debit Card,2028-09-23,0 days 05:09:00,Mobile
1363,1363,Excited,3,Clothing,T-shirt,BrandD,605,16,Credit Card,2028-09-24,0 days 01:13:16,Laptop
1364,1364,Calm,6,Clothing,Pizza,BrandC,2329,42,Cash,2028-09-25,0 days 00:23:11,Tablet
1365,1365,Happy,2,Books,Lipstick,BrandB,4316,30,Credit Card,2028-09-26,0 days 15:42:54,Mobile
1366,1366,,8,Electronics,Pizza,BrandA,597,3,Debit Card,2028-09-27,0 days 04:37:32,Tablet
1367,1367,Sad,8,Books,T-shirt,BrandD,2000,3,Credit Card,2028-09-28,0 days 23:50:37,Laptop
1368,1368,Happy,3,Food,Pizza,BrandD,3673,36,UPI,2028-09-29,0 days 02:41:56,Tablet
1369,1369,Calm,8,Beauty,Lipstick,BrandB,2008,7,UPI,2028-09-30,0 days 04:19:28,Laptop
1370,1370,,9,Electronics,Novel,BrandB,4126,41,Cash,2028-10-01,0 days 02:24:29,Laptop
1371,1371,Happy,5,Clothing,Laptop,BrandA,2144,,Debit Card,2028-10-02,0 days 19:23:27,Mobile
1372,1372,Calm,5,Food,Novel,BrandA,637,5,Cash,2028-10-03,0 days 13:43:10,Tablet
1373,1373,Sad,6,Food,T-shirt,BrandA,,,Cash,2028-10-04,0 days 22:26:04,Mobile
1374,1374,Sad,7,Beauty,Novel,BrandD,1810,41,Cash,2028-10-05,0 days 22:09:52,Tablet
1375,1375,Calm,3,Clothing,Pizza,BrandD,2160,7,Debit Card,2028-10-06,0 days 06:29:46,Laptop
1376,1376,Calm,5,Electronics,Lipstick,BrandC,4804,31,UPI,2028-10-07,0 days 06:42:32,Laptop
1377,1377,Sad,1,Clothing,Novel,BrandC,4200,14,UPI,2028-10-08,0 days 21:45:15,Mobile
1378,1378,Calm,5,Beauty,Novel,BrandC,2864,17,Cash,2028-10-09,0 days 04:00:34,Tablet
1379,1379,Excited,4,Food,Lipstick,BrandD,1265,22,Credit Card,2028-10-10,0 days 08:03:20,Tablet
1380,1380,Angry,1,Beauty,Pizza,BrandA,1476,4,UPI,2028-10-11,0 days 07:46:13,Laptop
1381,1381,Excited,7,Books,Laptop,BrandC,,49,UPI,2028-10-12,0 days 10:31:01,Mobile
1382,1382,Calm,1,Food,Novel,BrandA,,26,Debit Card,2028-10-13,0 days 01:47:18,Laptop
1383,1383,Calm,8,Beauty,T-shirt,BrandA,875,32,UPI,2028-10-14,0 days 03:32:09,Laptop
1384,1384,Angry,2,Electronics,Pizza,BrandA,837,1,UPI,2028-10-15,0 days 07:20:07,Mobile
1385,1385,Calm,5,Electronics,Pizza,BrandC,2196,41,Cash,2028-10-16,0 days 11:51:51,Tablet
1386,1386,Angry,6,Electronics,Novel,BrandC,2044,37,Cash,2028-10-17,0 days 21:43:11,Tablet
1387,1387,Sad,9,Books,Lipstick,BrandA,,27,Debit Card,2028-10-18,0 days 15:30:50,Laptop
1388,1388,Angry,7,Clothing,Novel,BrandC,1019,23,Debit Card,2028-10-19,0 days 22:44:12,Tablet
1389,1389,Angry,6,Electronics,Novel,BrandB,4007,20,Credit Card,2028-10-20,0 days 20:31:35,Mobile
1390,1390,Excited,5,Books,Lipstick,BrandC,3222,30,UPI,2028-10-21,0 days 03:56:12,Tablet
1391,1391,Calm,6,Electronics,T-shirt,BrandA,1280,10,Cash,2028-10-22,0 days 19:11:18,Tablet
1392,1392,Sad,4,Books,Lipstick,BrandA,3346,49,Cash,2028-10-23,0 days 04:18:49,Laptop
1393,1393,Happy,1,Electronics,Novel,BrandD,1477,27,UPI,2028-10-24,0 days 20:26:30,Tablet
1394,1394,Angry,9,Clothing,Laptop,BrandD,3934,,Debit Card,2028-10-25,0 days 11:11:21,Mobile
1395,1395,Happy,5,Beauty,Lipstick,BrandA,2417,39,Cash,2028-10-26,0 days 20:30:05,Laptop
1396,1396,Calm,8,Electronics,T-shirt,BrandB,3086,3,Debit Card,2028-10-27,0 days 21:17:06,Mobile
1397,1397,Angry,7,Beauty,Lipstick,BrandD,995,42,Cash,2028-10-28,0 days 18:30:44,Tablet
1398,1398,Happy,8,Electronics,Lipstick,BrandA,3528,41,Cash,2028-10-29,0 days 16:10:35,Tablet
1399,1399,Excited,1,Clothing,Pizza,BrandD,3206,15,Credit Card,2028-10-30,0 days 18:32:40,Laptop
1400,1400,,9,Beauty,Pizza,BrandD,3384,11,Cash,2028-10-31,0 days 03:34:36,Mobile
1401,1401,Excited,1,Books,Novel,BrandA,2589,21,UPI,2028-11-01,0 days 15:44:40,Tablet
1402,1402,Sad,3,Electronics,Novel,BrandC,4343,34,UPI,2028-11-02,0 days 04:11:37,Tablet
1403,1403,Calm,8,Electronics,Lipstick,BrandB,4058,42,UPI,2028-11-03,0 days 20:38:12,Laptop
1404,1404,Happy,1,Books,Laptop,BrandC,,15,Debit Card,2028-11-04,0 days 00:47:39,Tablet
1405,1405,Angry,1,Clothing,Novel,BrandA,1960,23,Cash,2028-11-05,0 days 06:54:37,Tablet
1406,1406,Calm,6,Food,Lipstick,BrandA,924,,Debit Card,2028-11-06,0 days 04:03:48,Tablet
1407,1407,,5,Electronics,Lipstick,BrandB,1544,,Credit Card,2028-11-07,0 days 21:41:57,Mobile
1408,1408,Angry,6,Books,Lipstick,BrandA,337,41,Cash,2028-11-08,0 days 02:18:20,Mobile
1409,1409,Angry,3,Food,Lipstick,BrandD,4650,28,UPI,2028-11-09,0 days 00:40:12,Mobile
1410,1410,Angry,6,Electronics,Lipstick,BrandB,3754,20,Credit Card,2028-11-10,0 days 22:02:21,Tablet
1411,1411,Angry,2,Beauty,Pizza,BrandC,2959,47,Credit Card,2028-11-11,0 days 00:55:38,Laptop
1412,1412,Happy,8,Books,T-shirt,BrandB,258,24,Cash,2028-11-12,0 days 16:31:24,Laptop
1413,1413,,6,Beauty,T-shirt,BrandC,970,38,UPI,2028-11-13,0 days 01:36:44,Laptop
1414,1414,Excited,4,Clothing,Lipstick,BrandA,,30,Debit Card,2028-11-14,0 days 14:54:35,Mobile
1415,1415,Excited,4,Food,Novel,BrandC,4124,,Cash,2028-11-15,0 days 23:48:53,Mobile
1416,1416,Excited,7,Books,Laptop,BrandC,3622,46,UPI,2028-11-16,0 days 03:26:32,Mobile
1417,1417,Sad,3,Electronics,Lipstick,BrandC,,41,Credit Card,2028-11-17,0 days 21:06:24,Mobile
1418,1418,Angry,3,Electronics,Laptop,BrandB,795,34,Cash,2028-11-18,0 days 05:33:49,Tablet
1419,1419,Angry,6,Food,Pizza,BrandD,635,37,Credit Card,2028-11-19,0 days 18:07:43,Laptop
1420,1420,Calm,9,Beauty,T-shirt,BrandC,1673,49,UPI,2028-11-20,0 days 07:31:37,Laptop
1421,1421,Excited,1,Beauty,Pizza,BrandB,4672,21,Debit Card,2028-11-21,0 days 17:22:04,Mobile
1422,1422,Excited,5,Books,Novel,BrandB,2182,4,Debit Card,2028-11-22,0 days 04:33:15,Laptop
1423,1423,Angry,1,Books,Novel,BrandD,2638,47,Credit Card,2028-11-23,0 days 06:23:13,Laptop
1424,1424,Excited,1,Beauty,Lipstick,BrandB,3068,12,Credit Card,2028-11-24,0 days 17:14:48,Mobile
1425,1425,Angry,3,Books,Novel,BrandA,4409,31,Credit Card,2028-11-25,0 days 16:50:10,Mobile
1426,1426,Angry,3,Beauty,Novel,BrandA,4017,2,Cash,2028-11-26,0 days 23:37:45,Mobile
1427,1427,Angry,4,Food,Pizza,BrandA,973,14,UPI,2028-11-27,0 days 04:47:38,Mobile
1428,1428,Happy,3,Books,Laptop,BrandD,2126,26,Credit Card,2028-11-28,0 days 02:01:43,Tablet
1429,1429,Happy,6,Beauty,T-shirt,BrandB,2419,26,Credit Card,2028-11-29,0 days 19:29:46,Laptop
1430,1430,Happy,4,Books,Novel,BrandA,217,,Credit Card,2028-11-30,0 days 03:22:57,Tablet
1431,1431,Happy,8,Electronics,Novel,BrandC,4530,5,Debit Card,2028-12-01,0 days 03:49:07,Laptop
1432,1432,Sad,1,Electronics,Pizza,BrandB,,24,Credit Card,2028-12-02,0 days 06:03:43,Tablet
1433,1433,Calm,8,Clothing,T-shirt,BrandA,1892,27,UPI,2028-12-03,0 days 22:08:38,Mobile
1434,1434,Calm,1,Beauty,Pizza,BrandB,2970,21,Debit Card,2028-12-04,0 days 21:53:32,Tablet
1435,1435,Angry,1,Clothing,Laptop,BrandA,4576,3,UPI,2028-12-05,0 days 20:55:07,Mobile
1436,1436,Excited,7,Beauty,Pizza,BrandC,3467,14,Debit Card,2028-12-06,0 days 03:19:23,Mobile
1437,1437,Happy,1,Books,T-shirt,BrandB,1338,25,Debit Card,2028-12-07,0 days 06:55:28,Tablet
1438,1438,Calm,9,Beauty,T-shirt,BrandA,1895,17,Cash,2028-12-08,0 days 22:19:45,Laptop
1439,1439,Calm,8,Electronics,Novel,BrandA,1786,8,Debit Card,2028-12-09,0 days 19:10:23,Tablet
1440,1440,Happy,1,Books,Laptop,BrandC,4713,3,Debit Card,2028-12-10,0 days 02:47:18,Mobile
1441,1441,Sad,2,Electronics,Lipstick,BrandC,2531,47,UPI,2028-12-11,0 days 18:52:06,Mobile
1442,1442,Sad,2,Books,Novel,BrandA,4880,49,UPI,2028-12-12,0 days 00:57:18,Laptop
1443,1443,Calm,2,Beauty,Pizza,BrandA,2869,4,Credit Card,2028-12-13,0 days 09:45:51,Laptop
1444,1444,Sad,6,Beauty,Pizza,BrandD,2468,44,Cash,2028-12-14,0 days 10:02:15,Laptop
1445,1445,Happy,4,Electronics,T-shirt,BrandD,2256,5,Debit Card,2028-12-15,0 days 01:42:47,Mobile
1446,1446,Calm,8,Food,T-shirt,BrandB,2622,11,Cash,2028-12-16,0 days 03:39:32,Tablet
1447,1447,Happy,1,Beauty,T-shirt,BrandB,4829,30,Credit Card,2028-12-17,0 days 14:15:03,Laptop
1448,1448,,4,Food,Lipstick,BrandD,3686,46,Cash,2028-12-18,0 days 22:54:53,Mobile
1449,1449,Happy,5,Books,Lipstick,BrandA,2949,8,Debit Card,2028-12-19,0 days 08:26:00,Tablet
1450,1450,Sad,9,Food,Novel,BrandC,4241,6,UPI,2028-12-20,0 days 18:25:10,Laptop
1451,1451,Sad,5,Electronics,Lipstick,BrandB,3024,28,Cash,2028-12-21,0 days 16:51:49,Tablet
1452,1452,Happy,3,Clothing,T-shirt,BrandA,1605,13,Debit Card,2028-12-22,0 days 18:11:18,Tablet
1453,1453,Sad,4,Clothing,Novel,BrandC,2086,19,Credit Card,2028-12-23,0 days 23:57:38,Mobile
1454,1454,Angry,7,Electronics,Novel,BrandC,3187,,Debit Card,2028-12-24,0 days 13:10:45,Mobile
1455,1455,Happy,1,Clothing,Laptop,BrandA,3775,31,Cash,2028-12-25,0 days 10:11:38,Mobile
1456,1456,,6,Electronics,Lipstick,BrandA,,21,Debit Card,2028-12-26,0 days 07:34:16,Tablet
1457,1457,Happy,8,Beauty,Pizza,BrandB,2927,35,Debit Card,2028-12-27,0 days 09:30:07,Laptop
1458,1458,Sad,1,Food,Pizza,BrandD,4920,43,Cash,2028-12-28,0 days 20:40:41,Laptop
1459,1459,Sad,8,Clothing,Laptop,BrandA,2063,17,Cash,2028-12-29,0 days 06:59:11,Laptop
1460,1460,,7,Beauty,T-shirt,BrandD,2553,39,Credit Card,2028-12-30,0 days 15:03:56,Mobile
1461,1461,Calm,1,Clothing,Laptop,BrandB,3096,48,Debit Card,2028-12-31,0 days 10:37:58,Laptop
1462,1462,Angry,9,Books,T-shirt,BrandD,2701,,UPI,2029-01-01,0 days 21:18:29,Laptop
1463,1463,Sad,3,Electronics,Lipstick,BrandD,1137,30,Cash,2029-01-02,0 days 13:40:21,Mobile
1464,1464,Calm,2,Electronics,Lipstick,BrandC,2280,34,Debit Card,2029-01-03,0 days 21:51:06,Laptop
1465,1465,Sad,7,Beauty,Novel,BrandB,1955,,UPI,2029-01-04,0 days 13:09:10,Laptop
1466,1466,Happy,3,Books,Novel,BrandA,3590,3,UPI,2029-01-05,0 days 07:29:12,Laptop
1467,1467,Calm,1,Food,Novel,BrandD,1416,41,Debit Card,2029-01-06,0 days 03:02:17,Tablet
1468,1468,Angry,3,Books,Novel,BrandB,1403,47,Debit Card,2029-01-07,0 days 11:35:02,Tablet
1469,1469,Calm,6,Books,Pizza,BrandC,2090,19,Debit Card,2029-01-08,0 days 10:58:16,Mobile
1470,1470,Sad,3,Food,Novel,BrandC,3231,33,UPI,2029-01-09,0 days 23:54:30,Mobile
1471,1471,Excited,5,Food,Novel,BrandD,590,11,Debit Card,2029-01-10,0 days 06:36:34,Tablet
1472,1472,Excited,9,Books,Novel,BrandD,2711,15,Cash,2029-01-11,0 days 16:18:40,Mobile
1473,1473,Sad,7,Clothing,T-shirt,BrandA,3177,41,UPI,2029-01-12,0 days 06:56:25,Mobile
1474,1474,Happy,2,Clothing,Novel,BrandB,3946,4,Cash,2029-01-13,0 days 05:23:11,Laptop
1475,1475,Calm,1,Books,Laptop,BrandA,298,43,Cash,2029-01-14,0 days 15:54:55,Mobile
1476,1476,Excited,7,Clothing,Novel,BrandA,2395,34,Debit Card,2029-01-15,0 days 20:06:46,Mobile
1477,1477,Happy,4,Food,Novel,BrandC,4865,43,Cash,2029-01-16,0 days 06:06:33,Laptop
1478,1478,,7,Food,Pizza,BrandB,1201,26,Debit Card,2029-01-17,0 days 11:50:39,Laptop
1479,1479,Happy,6,Clothing,Novel,BrandA,1770,0,UPI,2029-01-18,0 days 08:15:20,Tablet
1480,1480,Sad,7,Food,T-shirt,BrandC,4598,33,Cash,2029-01-19,0 days 02:45:06,Mobile
1481,1481,Calm,4,Electronics,Lipstick,BrandD,3829,42,Debit Card,2029-01-20,0 days 17:43:40,Laptop
1482,1482,Happy,3,Food,Novel,BrandA,1263,31,Credit Card,2029-01-21,0 days 23:05:17,Mobile
1483,1483,Calm,5,Books,Novel,BrandD,,43,Debit Card,2029-01-22,0 days 17:33:58,Mobile
1484,1484,Happy,3,Beauty,Novel,BrandB,2942,38,Credit Card,2029-01-23,0 days 14:18:09,Tablet
1485,1485,Sad,3,Clothing,Pizza,BrandA,1342,32,Debit Card,2029-01-24,0 days 22:42:21,Tablet
1486,1486,Sad,4,Clothing,Lipstick,BrandD,2320,30,Credit Card,2029-01-25,0 days 21:22:24,Tablet
1487,1487,Happy,8,Food,Pizza,BrandD,751,12,Cash,2029-01-26,0 days 00:53:13,Tablet
1488,1488,Sad,2,Food,Pizza,BrandB,3475,44,Credit Card,2029-01-27,0 days 11:23:06,Tablet
1489,1489,Angry,4,Beauty,Pizza,BrandC,1176,,Cash,2029-01-28,0 days 16:48:01,Laptop
1490,1490,Angry,3,Beauty,T-shirt,BrandC,4391,29,Cash,2029-01-29,0 days 01:27:00,Tablet
1491,1491,Calm,7,Books,Lipstick,BrandA,3550,9,Debit Card,2029-01-30,0 days 05:22:37,Laptop
1492,1492,Angry,2,Electronics,T-shirt,BrandD,3414,22,Cash,2029-01-31,0 days 10:54:59,Tablet
1493,1493,Angry,1,Books,T-shirt,BrandC,3747,32,UPI,2029-02-01,0 days 05:25:49,Laptop
1494,1494,Excited,1,Clothing,Lipstick,BrandA,3131,38,Credit Card,2029-02-02,0 days 04:51:14,Mobile
1495,1495,Excited,6,Food,T-shirt,BrandD,4269,44,Debit Card,2029-02-03,0 days 15:59:53,Tablet
1496,1496,Excited,3,Books,Lipstick,BrandA,4185,28,Cash,2029-02-04,0 days 00:02:21,Laptop
1497,1497,Excited,7,Food,Novel,BrandB,4341,29,Credit Card,2029-02-05,0 days 22:49:46,Tablet
1498,1498,Sad,8,Food,Pizza,BrandA,545,33,Credit Card,2029-02-06,0 days 05:44:54,Laptop
1499,1499,Calm,5,Books,T-shirt,BrandB,3142,38,UPI,2029-02-07,0 days 04:41:03,Laptop
1500,1500,Calm,5,Books,Lipstick,BrandD,1276,16,Credit Card,2029-02-08,0 days 00:44:50,Tablet
1501,1501,Angry,2,Beauty,Laptop,BrandD,1371,21,Debit Card,2029-02-09,0 days 12:30:56,Laptop
1502,1502,,8,Electronics,T-shirt,BrandD,3970,4,Debit Card,2029-02-10,0 days 16:47:04,Mobile
1503,1503,Angry,1,Beauty,T-shirt,BrandA,,10,Cash,2029-02-11,0 days 05:55:20,Tablet
1504,1504,Calm,9,Electronics,Lipstick,BrandD,432,21,Cash,2029-02-12,0 days 18:52:43,Mobile
1505,1505,Happy,1,Books,Laptop,BrandD,3998,31,Debit Card,2029-02-13,0 days 07:03:39,Laptop
1506,1506,Happy,1,Electronics,Laptop,BrandB,4346,23,Credit Card,2029-02-14,0 days 11:20:32,Laptop
1507,1507,Calm,1,Clothing,Novel,BrandD,4960,10,Credit Card,2029-02-15,0 days 09:59:43,Tablet
1508,1508,Sad,7,Beauty,T-shirt,BrandD,4107,10,UPI,2029-02-16,0 days 06:12:45,Mobile
1509,1509,Angry,4,Beauty,Pizza,BrandD,,16,Cash,2029-02-17,0 days 01:05:11,Mobile
1510,1510,Calm,7,Beauty,T-shirt,BrandC,650,31,Credit Card,2029-02-18,0 days 23:53:17,Tablet
1511,1511,Angry,5,Food,Pizza,BrandD,1562,18,Credit Card,2029-02-19,0 days 00:10:49,Mobile
1512,1512,Excited,7,Food,Pizza,BrandA,550,26,Cash,2029-02-20,0 days 15:11:28,Tablet
1513,1513,Calm,7,Books,Lipstick,BrandB,2896,31,Debit Card,2029-02-21,0 days 07:21:09,Tablet
1514,1514,,4,Books,T-shirt,BrandD,1508,24,Credit Card,2029-02-22,0 days 22:30:39,Laptop
1515,1515,Excited,2,Food,Lipstick,BrandA,4204,27,UPI,2029-02-23,0 days 12:02:26,Laptop
1516,1516,Calm,8,Beauty,Novel,BrandB,3125,39,Credit Card,2029-02-24,0 days 11:21:24,Mobile
1517,1517,Happy,2,Food,Pizza,BrandB,4878,26,Credit Card,2029-02-25,0 days 04:54:37,Tablet
1518,1518,Calm,9,Electronics,Laptop,BrandA,444,13,UPI,2029-02-26,0 days 16:46:30,Tablet
